Investment_ID,Investment_Name,Investment_Category,Department,Region,Start_Date,End_Date,Initial_Investment,Additional_Investment,Total_Investment,Budgeted_Investment,Expected_Revenue,Actual_Revenue,Expected_Cost_Savings,Actual_Cost_Savings,Expected_Return,Actual_Return,Net_Benefit,ROI_Pct,Target_ROI_Pct,ROI_Variance,Payback_Years,NPV,IRR_Pct,Discount_Rate,Investment_Status,Risk_Level,Performance_Rating,Decision_Recommendation,Revenue_Achievement_Pct,Cost_Saving_Achievement_Pct,Investment_Variance,Performance_Score,ROI_Classification
INV-141,Automated Packaging Line – Central,Equipment,Sales,Central,26-05-2024,02-10-2025,17330000,0,17330000,18200000,17577485.77,16045708.09,2108751.077,2043885.143,19686236.85,18089593.23,759593.2295,0.043831115,0.135962888,-0.092131772,1.296593517,-3000436.128,0.014471764,0.083059483,Active,Medium,Watch,Review / Restructure,0.912855701,0.969239644,-870000,57.74984938,Significantly Below Target
INV-142,RPA Finance Rollout – South,Automation,IT,South,08-07-2025,03-03-2026,20830000,1230000,22060000,21070000,26400389.36,23748595.57,1303851.763,1413806.783,27704241.13,25162402.36,3102402.356,0.14063474,0.255858619,-0.115223879,0.876704843,-2858960.523,0.045528069,0.097469277,Completed,Low,Watch,Review / Restructure,0.899554747,1.084330921,990000,54.48399852,Significantly Below Target
INV-143,Leadership Development – West,Training,Product,West,16-11-2025,11-03-2028,10650000,50000,10700000,10960000,11196006.22,10084852.49,907588.4216,711175.8881,12103594.64,10796028.38,96028.37751,0.008974615,0.131177069,-0.122202455,2.221562324,-2295178.303,0.002985605,0.089712692,Cancelled,High,Watch,Review / Restructure,0.900754456,0.783588542,-260000,52.20135776,Significantly Below Target
INV-144,Plant Utility Upgrade – North,Infrastructure,Marketing,North,18-04-2024,12-12-2024,32980000,3820000,36800000,39220000,34696126.01,29268319.21,8036593.065,7681609.601,42732719.08,36949928.81,149928.8119,0.004074152,0.161215192,-0.15714104,0.994594595,-10590026.88,0.001356824,0.126590678,On Hold,Medium,Underperforming,Review / Restructure,0.84356159,0.95582911,-2420000,50.52536264,Significantly Below Target
INV-145,ERP Cloud Migration – East,Technology,HR,East,09-03-2025,27-04-2026,9260000,680000,9940000,9490000,10292902.4,10012274.06,1728054.69,1568044.935,12020957.09,11580318.99,1640318.994,0.165022032,0.20935182,-0.044329788,0.973583799,-1375907.272,0.053172971,0.109806909,Active,Low,Watch,Review / Restructure,0.972735743,0.907404693,450000,59.87985662,Below Target
INV-146,Brand Repositioning – Central,Marketing,Supply Chain,Central,02-03-2025,21-11-2025,17690000,2850000,20540000,21860000,19389303.24,18081585.11,4441680.324,4999990.65,23830983.57,23081575.76,2541575.764,0.123737866,0.160223153,-0.036485287,0.889887251,-4164235.041,0.040190872,0.126512597,Completed,High,Watch,Review / Restructure,0.932554661,1.125697998,-1320000,60.62594786,Below Target
INV-147,Premium Product Line – South,Product Development,Operations,South,05-05-2025,13-11-2026,23150000,1880000,25030000,26340000,26953968.13,21692196.44,3379941.896,3659394.883,30333910.02,25351591.32,321591.3198,0.012848235,0.211902118,-0.199053883,1.506669355,-6647729.839,0.004270612,0.117693765,Cancelled,Medium,Underperforming,Review / Restructure,0.804786751,1.08267982,-1310000,46.5147948,Significantly Below Target
INV-148,Tier-2 City Expansion – West,Expansion,Finance,West,20-10-2024,14-02-2026,22650000,150000,22800000,24600000,24168635.62,22763628.07,3584025.551,4097957.619,27752661.17,26861585.69,4061585.691,0.178139723,0.217221981,-0.039082258,1.120875495,-3479406.544,0.05725743,0.120948266,On Hold,Low,Watch,Review / Restructure,0.941866493,1.143395202,-1800000,61.24188035,Below Target
INV-149,Automated Packaging Line – North,Equipment,Sales,North,15-01-2026,08-03-2028,33670000,3020000,36690000,39880000,35483489.36,38152523.22,5255388.06,4238232.23,40738877.42,42390755.45,5700755.447,0.155376273,0.110353705,0.045022568,1.856715886,-3130927.9,0.050157321,0.083292492,Active,High,Watch,Review / Restructure,1.075219036,0.806454667,-3190000,67.32558434,Above Target
INV-150,RPA Finance Rollout – East,Automation,IT,East,11-11-2024,20-09-2026,15750000,2010000,17760000,16410000,19201242.62,17381460.34,3532063.149,3771824.575,22733305.77,21153284.91,3393284.915,0.19106334,0.280028478,-0.088965138,1.559559584,-1946395.471,0.061263036,0.105527329,Completed,Medium,Watch,Review / Restructure,0.905225807,1.06788141,1350000,53.75078324,Significantly Below Target
